INSERT INTO Cars (Id, Model, Brand) VALUES
(1, '2022-07-06 12:00:00', 768529),
(6, '2020-08-26 12:00:00', 2065128),
(19, '2023-10-01 12:00:00', 985582),
(3, '2022-04-22 12:00:00', 1649075),
(16, '2022-04-10 12:00:00', 1226977),
(4, '2021-09-24 12:00:00', 1941120),
(18, '2021-10-26 12:00:00', 1300765),
(4, '2023-06-07 12:00:00', 2134762),
(8, '2019-06-23 12:00:00', 2251068),
(5, '2019-11-08 12:00:00', 845762),
(14, '2023-03-04 12:00:00', 666654),
(11, '2024-03-22 12:00:00', 2219968),
(16, '2024-01-27 12:00:00', 1881406),
(6, '2023-12-18 12:00:00', 1339094),
(1, '2023-10-24 12:00:00', 1151415),
(12, '2019-07-29 12:00:00', 2756448),
(14, '2024-10-23 12:00:00', 2048765),
(14, '2019-03-29 12:00:00', 505156),
(9, '2024-11-15 12:00:00', 1813356),
(5, '2024-06-24 12:00:00', 2849659),
(11, '2022-10-30 12:00:00', 1885147),
(19, '2024-01-15 12:00:00', 841493),
(8, '2021-12-11 12:00:00', 1402539),
(9, '2020-09-21 12:00:00', 651553),
(19, '2020-07-20 12:00:00', 2518780),
(19, '2023-09-17 12:00:00', 1598610),
(19, '2023-02-06 12:00:00', 1305963),
(5, '2019-07-07 12:00:00', 2491425),
(13, '2021-04-12 12:00:00', 1536012),
(16, '2021-09-06 12:00:00', 772770),
(4, '2022-05-07 12:00:00', 2937784),
(4, '2022-11-02 12:00:00', 2442694),
(3, '2021-07-09 12:00:00', 2461472),
(13, '2021-03-09 12:00:00', 1700541),
(2, '2020-11-25 12:00:00', 2781195),
(16, '2024-09-06 12:00:00', 1320862),
(9, '2024-07-01 12:00:00', 1117226),
(13, '2021-02-01 12:00:00', 2851932),
(12, '2022-01-08 12:00:00', 1902975),
(13, '2020-01-15 12:00:00', 2818373),
(17, '2024-04-07 12:00:00', 819003),
(5, '2023-04-10 12:00:00', 2447750),
(15, '2022-07-22 12:00:00', 1801481),
(3, '2024-08-18 12:00:00', 1201187),
(20, '2020-01-11 12:00:00', 715195),
(1, '2021-04-13 12:00:00', 1437787),
(4, '2023-09-23 12:00:00', 2865886),
(12, '2021-12-22 12:00:00', 2948336),
(13, '2023-10-28 12:00:00', 1330411),
(10, '2022-08-10 12:00:00', 1387993),
(18, '2019-07-16 12:00:00', 1424466),
(15, '2019-02-01 12:00:00', 2736875),
(3, '2020-05-27 12:00:00', 2562056),
(2, '2020-05-19 12:00:00', 2545934),
(10, '2019-04-04 12:00:00', 1884030),
(19, '2020-08-13 12:00:00', 1089394),
(8, '2023-10-09 12:00:00', 2038170),
(7, '2024-10-09 12:00:00', 1266809),
(19, '2023-03-11 12:00:00', 2352893),
(8, '2022-07-10 12:00:00', 1758954),
(19, '2021-02-13 12:00:00', 1552236),
(4, '2019-06-12 12:00:00', 2156309),
(19, '2019-11-24 12:00:00', 876555),
(14, '2019-09-01 12:00:00', 1615736),
(2, '2021-04-04 12:00:00', 547848),
(15, '2022-07-15 12:00:00', 2768501),
(13, '2024-11-09 12:00:00', 2684576),
(20, '2019-02-03 12:00:00', 2210159),
(7, '2019-04-16 12:00:00', 1083733),
(6, '2023-09-10 12:00:00', 1443361),
(18, '2024-06-02 12:00:00', 2925178),
(5, '2024-11-20 12:00:00', 2020360),
(2, '2022-07-19 12:00:00', 2201123),
(16, '2021-04-08 12:00:00', 2245811),
(13, '2021-11-10 12:00:00', 502143),
(12, '2021-11-17 12:00:00', 2645810),
(18, '2023-10-08 12:00:00', 2721954),
(12, '2023-03-01 12:00:00', 2761255),
(17, '2024-06-26 12:00:00', 1652168),
(8, '2023-02-18 12:00:00', 727209),
(12, '2020-02-03 12:00:00', 575711),
(17, '2019-04-15 12:00:00', 680840),
(6, '2021-03-14 12:00:00', 1016718),
(16, '2024-11-29 12:00:00', 2583363),
(6, '2019-08-05 12:00:00', 1705677),
(18, '2024-10-25 12:00:00', 2818958),
(18, '2020-05-30 12:00:00', 1415925),
(16, '2022-11-01 12:00:00', 2475608),
(7, '2020-07-01 12:00:00', 1704197),
(7, '2023-05-18 12:00:00', 1546066),
(5, '2022-03-20 12:00:00', 1955404),
(15, '2024-04-03 12:00:00', 1779770),
(11, '2021-02-12 12:00:00', 1031084),
(9, '2019-12-30 12:00:00', 640642),
(20, '2020-11-25 12:00:00', 2780998),
(3, '2022-04-19 12:00:00', 2664307),
(4, '2023-01-05 12:00:00', 2338452),
(16, '2024-09-13 12:00:00', 2237284),
(13, '2024-03-06 12:00:00', 515329),
(11, '2022-01-19 12:00:00', 1369173),
(13, '2024-08-22 12:00:00', 1468030),
(9, '2019-09-16 12:00:00', 2855913),
(16, '2024-05-24 12:00:00', 1884463),
(20, '2024-08-18 12:00:00', 2651212),
(2, '2023-06-29 12:00:00', 830033),
(5, '2019-11-05 12:00:00', 1954243),
(19, '2020-03-12 12:00:00', 2061502),
(9, '2019-04-06 12:00:00', 1763595),
(6, '2021-02-10 12:00:00', 570845),
(16, '2022-03-23 12:00:00', 1617079),
(15, '2023-12-16 12:00:00', 663108),
(8, '2021-08-23 12:00:00', 511420),
(4, '2022-02-05 12:00:00', 1802725),
(14, '2019-08-05 12:00:00', 1675327),
(10, '2022-11-07 12:00:00', 2392520),
(1, '2020-11-05 12:00:00', 2879809),
(12, '2022-09-08 12:00:00', 1740647),
(7, '2021-11-01 12:00:00', 1053664),
(19, '2019-08-29 12:00:00', 2647755),
(16, '2021-09-01 12:00:00', 1005724),
(17, '2021-12-07 12:00:00', 2412874),
(2, '2020-07-08 12:00:00', 632292),
(14, '2024-02-21 12:00:00', 1568199),
(17, '2024-03-25 12:00:00', 2569404),
(3, '2022-01-23 12:00:00', 1584821),
(16, '2023-05-21 12:00:00', 2313200),
(9, '2020-03-17 12:00:00', 2017144),
(10, '2019-10-06 12:00:00', 2660561),
(2, '2022-02-18 12:00:00', 973676),
(17, '2023-01-18 12:00:00', 704253),
(6, '2020-07-26 12:00:00', 1771722),
(12, '2019-03-01 12:00:00', 666629),
(3, '2022-01-04 12:00:00', 2328463),
(20, '2020-08-17 12:00:00', 1042231),
(6, '2021-06-08 12:00:00', 895874),
(9, '2022-07-24 12:00:00', 639823),
(9, '2021-02-20 12:00:00', 1388852),
(1, '2020-05-18 12:00:00', 2538765),
(1, '2022-01-02 12:00:00', 589026),
(8, '2023-05-27 12:00:00', 2035326),
(19, '2019-11-01 12:00:00', 2633526),
(16, '2023-08-15 12:00:00', 961356),
(6, '2023-03-03 12:00:00', 2590764),
(18, '2023-10-02 12:00:00', 2505050),
(19, '2019-01-06 12:00:00', 978678),
(14, '2023-03-15 12:00:00', 2872285),
(18, '2023-09-28 12:00:00', 820833),
(5, '2024-11-17 12:00:00', 2559116),
(9, '2022-09-24 12:00:00', 2997347),
(7, '2023-02-24 12:00:00', 2702355),
(9, '2019-07-01 12:00:00', 787485),
(8, '2024-03-06 12:00:00', 2019829),
(11, '2024-10-12 12:00:00', 2524706),
(8, '2021-08-10 12:00:00', 508511),
(15, '2023-02-12 12:00:00', 1213316),
(12, '2020-08-19 12:00:00', 2008631),
(17, '2020-02-06 12:00:00', 1970706),
(6, '2022-04-20 12:00:00', 616685),
(18, '2022-07-24 12:00:00', 1652856),
(9, '2024-12-21 12:00:00', 2729356),
(19, '2020-01-25 12:00:00', 2769969),
(13, '2024-07-22 12:00:00', 1287906),
(2, '2024-12-04 12:00:00', 1756489),
(19, '2021-06-10 12:00:00', 2298846),
(5, '2021-03-08 12:00:00', 2200670),
(16, '2021-09-27 12:00:00', 1875815),
(17, '2023-07-28 12:00:00', 1507145),
(16, '2024-05-20 12:00:00', 729435),
(11, '2021-03-22 12:00:00', 981611),
(2, '2020-03-28 12:00:00', 992104),
(7, '2022-07-02 12:00:00', 2291039),
(1, '2021-08-17 12:00:00', 2353041),
(2, '2020-11-16 12:00:00', 2440909),
(2, '2021-01-01 12:00:00', 2097556),
(4, '2019-04-10 12:00:00', 1848379),
(7, '2020-05-06 12:00:00', 1181557),
(5, '2024-12-16 12:00:00', 1868000),
(4, '2020-11-17 12:00:00', 1426554),
(7, '2019-10-30 12:00:00', 1535366),
(12, '2023-06-23 12:00:00', 545365),
(7, '2022-10-22 12:00:00', 2847803),
(7, '2019-11-25 12:00:00', 1180051),
(12, '2024-09-05 12:00:00', 2270310),
(18, '2024-07-16 12:00:00', 1164897),
(2, '2019-09-01 12:00:00', 2495349),
(15, '2023-05-04 12:00:00', 734066),
(7, '2023-01-03 12:00:00', 1719036),
(1, '2021-03-07 12:00:00', 1876275),
(19, '2023-01-27 12:00:00', 2464429),
(15, '2022-08-05 12:00:00', 1344284),
(4, '2020-02-21 12:00:00', 1011200),
(20, '2021-09-17 12:00:00', 2290570),
(18, '2022-06-13 12:00:00', 2859088),
(18, '2023-01-19 12:00:00', 1022604),
(4, '2024-09-09 12:00:00', 2293173),
(18, '2021-06-14 12:00:00', 1380309),
(8, '2020-02-15 12:00:00', 987717),
(19, '2019-06-09 12:00:00', 1368285),
(3, '2021-08-07 12:00:00', 2415214),
(12, '2024-09-21 12:00:00', 800929),
(18, '2020-04-27 12:00:00', 1953328),
(3, '2021-10-20 12:00:00', 964168),
(17, '2023-05-06 12:00:00', 1647568),
(13, '2019-08-06 12:00:00', 2955928),
(18, '2023-06-26 12:00:00', 1356727),
(18, '2023-11-22 12:00:00', 2907955),
(17, '2024-05-16 12:00:00', 1300804),
(11, '2020-07-23 12:00:00', 2310176),
(17, '2020-07-14 12:00:00', 1708895),
(20, '2024-01-14 12:00:00', 1143116),
(6, '2022-03-20 12:00:00', 1696825),
(9, '2024-06-03 12:00:00', 2087540),
(15, '2019-04-19 12:00:00', 2628183),
(14, '2021-10-14 12:00:00', 2931322),
(17, '2019-12-07 12:00:00', 2270337),
(12, '2019-06-02 12:00:00', 1050754),
(17, '2023-09-02 12:00:00', 2158360),
(1, '2024-08-15 12:00:00', 2220949),
(10, '2020-08-10 12:00:00', 2157224),
(2, '2021-06-26 12:00:00', 538893),
(7, '2023-12-06 12:00:00', 1554281),
(1, '2020-12-28 12:00:00', 1063611),
(5, '2021-04-24 12:00:00', 2787173),
(15, '2020-03-15 12:00:00', 2788067),
(18, '2019-11-08 12:00:00', 2524775),
(6, '2023-07-06 12:00:00', 2089858),
(19, '2021-10-26 12:00:00', 1489702),
(3, '2021-07-02 12:00:00', 2552887),
(13, '2024-05-14 12:00:00', 1435102),
(17, '2019-05-29 12:00:00', 1037921),
(19, '2022-11-09 12:00:00', 2600530),
(1, '2023-12-15 12:00:00', 1037838),
(14, '2021-06-27 12:00:00', 1744905),
(3, '2024-06-12 12:00:00', 2550924),
(18, '2024-06-12 12:00:00', 1361968),
(4, '2019-08-28 12:00:00', 697317),
(11, '2020-10-12 12:00:00', 2530808),
(8, '2021-02-25 12:00:00', 2913503),
(15, '2023-12-09 12:00:00', 2890118),
(18, '2023-03-13 12:00:00', 2799381),
(16, '2024-03-28 12:00:00', 2385051),
(6, '2021-09-28 12:00:00', 572913),
(1, '2022-07-04 12:00:00', 1659301),
(20, '2024-09-22 12:00:00', 1753623),
(16, '2022-12-08 12:00:00', 2278097),
(4, '2022-10-14 12:00:00', 2001703),
(16, '2020-08-26 12:00:00', 2213596),
(18, '2023-09-04 12:00:00', 546725),
(11, '2019-05-26 12:00:00', 880637),
(1, '2020-02-03 12:00:00', 2430552),
(18, '2023-11-13 12:00:00', 1869328),
(1, '2021-12-03 12:00:00', 1839998),
(6, '2023-01-12 12:00:00', 2823109),
(13, '2019-09-05 12:00:00', 932117),
(7, '2024-05-13 12:00:00', 2892782),
(5, '2024-06-22 12:00:00', 2444853),
(5, '2022-04-23 12:00:00', 805576),
(5, '2021-08-29 12:00:00', 2573859),
(10, '2019-08-27 12:00:00', 789476),
(19, '2019-10-04 12:00:00', 2805187),
(7, '2019-08-10 12:00:00', 2248786),
(3, '2021-05-18 12:00:00', 1565460),
(3, '2022-04-04 12:00:00', 847739),
(9, '2024-07-29 12:00:00', 2701640),
(5, '2019-10-04 12:00:00', 704370),
(8, '2021-12-19 12:00:00', 1731985),
(9, '2024-06-01 12:00:00', 899245),
(9, '2019-12-27 12:00:00', 2444837),
(12, '2024-12-13 12:00:00', 1189171),
(20, '2022-03-06 12:00:00', 2927666),
(13, '2021-12-14 12:00:00', 598018),
(14, '2021-08-12 12:00:00', 2819155),
(5, '2023-01-04 12:00:00', 2034507),
(11, '2020-07-16 12:00:00', 2120933),
(7, '2020-07-13 12:00:00', 2535352),
(8, '2023-01-23 12:00:00', 2628394),
(6, '2020-11-12 12:00:00', 1751186),
(8, '2019-01-08 12:00:00', 2011506),
(16, '2019-09-06 12:00:00', 842778),
(4, '2020-05-13 12:00:00', 1860283),
(1, '2019-06-18 12:00:00', 1063413),
(17, '2023-10-28 12:00:00', 1510777),
(5, '2022-02-14 12:00:00', 703507),
(3, '2020-02-04 12:00:00', 1310878),
(1, '2023-07-29 12:00:00', 2326852),
(14, '2022-02-13 12:00:00', 2285243),
(16, '2020-09-06 12:00:00', 738988),
(15, '2019-07-10 12:00:00', 1043377),
(8, '2020-04-13 12:00:00', 1541324),
(9, '2020-11-28 12:00:00', 766586),
(20, '2020-04-12 12:00:00', 1985263),
(17, '2024-05-28 12:00:00', 858063),
(19, '2023-06-20 12:00:00', 1001037),
(4, '2021-07-07 12:00:00', 557636),
(9, '2023-06-29 12:00:00', 2802120),
(2, '2022-11-11 12:00:00', 1187034),
(13, '2020-12-11 12:00:00', 562226),
(5, '2019-06-07 12:00:00', 2451927),
(11, '2022-06-01 12:00:00', 1046627),
(19, '2024-03-14 12:00:00', 1298171),
(14, '2019-02-12 12:00:00', 2651679),
(2, '2022-08-18 12:00:00', 968733),
(20, '2022-04-02 12:00:00', 2526442),
(14, '2022-09-23 12:00:00', 1399642),
(9, '2023-06-12 12:00:00', 1757313),
(12, '2022-08-02 12:00:00', 2691036),
(10, '2020-05-08 12:00:00', 2945913),
(4, '2024-01-17 12:00:00', 2305318),
(18, '2021-01-13 12:00:00', 889827),
(4, '2022-05-13 12:00:00', 2360697),
(20, '2021-08-13 12:00:00', 687273),
(19, '2019-02-06 12:00:00', 920814),
(17, '2024-03-01 12:00:00', 2291023),
(17, '2022-11-08 12:00:00', 2662560),
(12, '2024-02-05 12:00:00', 2074096),
(17, '2023-04-14 12:00:00', 2170436),
(3, '2021-01-27 12:00:00', 1544684),
(16, '2021-07-27 12:00:00', 2267731),
(13, '2024-12-24 12:00:00', 772568),
(10, '2023-11-29 12:00:00', 2662313),
(17, '2024-03-15 12:00:00', 1358732),
(11, '2024-06-23 12:00:00', 1542723),
(15, '2021-02-14 12:00:00', 2193352),
(9, '2024-02-21 12:00:00', 670120),
(15, '2022-09-24 12:00:00', 2263656),
(1, '2022-09-29 12:00:00', 2597615),
(17, '2023-08-17 12:00:00', 1625127),
(5, '2022-05-02 12:00:00', 2048897),
(14, '2022-10-16 12:00:00', 1090529),
(3, '2024-01-16 12:00:00', 1377703),
(2, '2024-09-19 12:00:00', 2014605),
(8, '2022-01-14 12:00:00', 2034512),
(8, '2023-07-27 12:00:00', 2294443),
(1, '2024-02-17 12:00:00', 1334025),
(5, '2021-06-08 12:00:00', 1175816),
(16, '2020-07-15 12:00:00', 1103792),
(3, '2021-09-27 12:00:00', 2906311),
(1, '2023-01-02 12:00:00', 2085875),
(12, '2022-08-23 12:00:00', 1128510),
(13, '2024-12-14 12:00:00', 1839081),
(9, '2021-08-18 12:00:00', 2129968),
(17, '2023-10-16 12:00:00', 2910457),
(19, '2019-01-11 12:00:00', 1478717),
(15, '2021-10-10 12:00:00', 1203475),
(11, '2023-09-06 12:00:00', 1814481),
(6, '2022-06-07 12:00:00', 2813963),
(7, '2021-03-23 12:00:00', 1827041),
(12, '2021-03-12 12:00:00', 1285449),
(17, '2019-04-08 12:00:00', 704659),
(4, '2020-11-18 12:00:00', 1914313),
(5, '2024-03-01 12:00:00', 703522),
(1, '2023-07-19 12:00:00', 2717217),
(2, '2019-06-27 12:00:00', 1920162),
(10, '2020-01-29 12:00:00', 1418002),
(8, '2019-09-21 12:00:00', 2600852),
(5, '2019-11-20 12:00:00', 838576),
(9, '2024-11-10 12:00:00', 2355368),
(8, '2019-11-09 12:00:00', 581129),
(5, '2023-07-06 12:00:00', 1027663),
(14, '2023-07-10 12:00:00', 646445),
(5, '2024-05-13 12:00:00', 1385074),
(8, '2020-04-13 12:00:00', 2078147),
(8, '2023-08-13 12:00:00', 1032657),
(12, '2024-07-26 12:00:00', 2873706),
(6, '2019-10-19 12:00:00', 2028135),
(10, '2019-12-17 12:00:00', 1850396),
(17, '2020-12-09 12:00:00', 1908304),
(4, '2024-05-25 12:00:00', 2334434),
(14, '2022-02-10 12:00:00', 2836297),
(11, '2020-08-04 12:00:00', 2317323),
(9, '2020-09-03 12:00:00', 590197),
(9, '2019-04-01 12:00:00', 1009479),
(2, '2024-10-20 12:00:00', 1698430),
(2, '2019-01-05 12:00:00', 1244802),
(17, '2023-09-15 12:00:00', 573562),
(14, '2024-04-17 12:00:00', 2551446),
(15, '2020-04-03 12:00:00', 616334),
(13, '2021-09-08 12:00:00', 2244489),
(12, '2024-10-13 12:00:00', 683260),
(17, '2021-05-06 12:00:00', 589826),
(17, '2020-07-24 12:00:00', 1368923),
(18, '2022-10-13 12:00:00', 2301847),
(12, '2021-05-25 12:00:00', 698076),
(7, '2023-11-24 12:00:00', 868295),
(6, '2023-02-06 12:00:00', 2158594),
(15, '2023-09-04 12:00:00', 740137),
(3, '2019-01-07 12:00:00', 934263),
(10, '2023-10-16 12:00:00', 2626133),
(13, '2022-11-06 12:00:00', 2623860),
(14, '2019-05-03 12:00:00', 1442228),
(7, '2024-02-11 12:00:00', 1047418),
(10, '2022-06-27 12:00:00', 1901834),
(19, '2021-05-22 12:00:00', 2051100),
(1, '2019-02-18 12:00:00', 1220288),
(3, '2024-06-01 12:00:00', 1799730),
(18, '2021-02-13 12:00:00', 2095078),
(16, '2023-09-04 12:00:00', 2024921),
(18, '2024-10-20 12:00:00', 2571101),
(6, '2022-11-01 12:00:00', 575978),
(1, '2021-07-11 12:00:00', 2633830),
(9, '2019-12-11 12:00:00', 1648126),
(10, '2021-01-29 12:00:00', 2612176),
(15, '2024-06-26 12:00:00', 626976),
(4, '2022-06-08 12:00:00', 1212569),
(15, '2022-02-22 12:00:00', 982951),
(8, '2019-08-11 12:00:00', 2076300),
(15, '2019-09-28 12:00:00', 2379009),
(3, '2023-12-07 12:00:00', 1990202),
(19, '2021-08-29 12:00:00', 1396658),
(9, '2024-06-03 12:00:00', 2000940),
(19, '2022-01-05 12:00:00', 1609909),
(20, '2024-12-04 12:00:00', 1327915),
(8, '2022-04-08 12:00:00', 1961467),
(1, '2023-09-17 12:00:00', 1735348),
(13, '2023-05-19 12:00:00', 756051),
(7, '2022-11-18 12:00:00', 1220741),
(6, '2021-03-15 12:00:00', 2965562),
(10, '2023-05-27 12:00:00', 928453),
(6, '2023-02-11 12:00:00', 2816915),
(8, '2019-12-03 12:00:00', 992201),
(15, '2024-05-17 12:00:00', 2271336),
(1, '2024-03-20 12:00:00', 2736906),
(6, '2024-12-13 12:00:00', 768685),
(9, '2022-05-24 12:00:00', 2954371),
(7, '2022-11-11 12:00:00', 708439),
(19, '2022-01-16 12:00:00', 1743090),
(18, '2021-05-11 12:00:00', 1419558),
(20, '2024-06-02 12:00:00', 2856184),
(19, '2022-11-18 12:00:00', 1512820),
(6, '2022-12-01 12:00:00', 1214545),
(18, '2022-11-04 12:00:00', 1688366),
(9, '2024-01-25 12:00:00', 688189),
(7, '2020-07-15 12:00:00', 2832026),
(10, '2023-05-06 12:00:00', 2068661),
(14, '2023-01-07 12:00:00', 1928636),
(7, '2024-03-16 12:00:00', 1245929),
(20, '2019-05-03 12:00:00', 2047985),
(12, '2019-05-15 12:00:00', 786202),
(20, '2019-07-19 12:00:00', 2273361),
(16, '2019-09-11 12:00:00', 645273),
(14, '2024-02-19 12:00:00', 1455025),
(1, '2024-04-02 12:00:00', 794514),
(1, '2024-07-21 12:00:00', 827616),
(11, '2020-11-01 12:00:00', 1735914),
(5, '2023-03-23 12:00:00', 2783203),
(16, '2019-03-06 12:00:00', 1010395),
(10, '2023-03-07 12:00:00', 2193202),
(5, '2019-02-19 12:00:00', 2919851),
(12, '2020-04-17 12:00:00', 1572245),
(18, '2020-04-05 12:00:00', 1265901),
(7, '2022-06-11 12:00:00', 544546),
(1, '2022-06-23 12:00:00', 2234523),
(4, '2023-07-20 12:00:00', 1668270),
(11, '2019-06-18 12:00:00', 2365775),
(13, '2022-10-05 12:00:00', 2678152),
(2, '2020-09-03 12:00:00', 1036604),
(5, '2020-03-12 12:00:00', 1102342),
(12, '2023-03-19 12:00:00', 1225660),
(4, '2021-02-22 12:00:00', 1223089),
(15, '2023-02-07 12:00:00', 1419536),
(9, '2023-12-03 12:00:00', 672577),
(6, '2023-10-06 12:00:00', 1932638),
(7, '2023-01-04 12:00:00', 1786848),
(6, '2019-11-05 12:00:00', 1804894),
(9, '2023-08-26 12:00:00', 2665236),
(15, '2020-01-15 12:00:00', 2643442),
(10, '2021-04-08 12:00:00', 2821931),
(17, '2024-05-28 12:00:00', 960911),
(16, '2024-03-18 12:00:00', 2577850),
(7, '2021-03-09 12:00:00', 1928981),
(18, '2020-07-30 12:00:00', 2966867),
(11, '2019-02-08 12:00:00', 2218328),
(6, '2020-07-20 12:00:00', 2544679),
(16, '2020-04-23 12:00:00', 1500574),
(18, '2022-06-12 12:00:00', 2920335),
(17, '2022-02-14 12:00:00', 1906775),
(7, '2024-04-09 12:00:00', 1433811),
(8, '2020-03-22 12:00:00', 1197888),
(20, '2022-05-17 12:00:00', 715394),
(20, '2024-11-12 12:00:00', 2294911),
(13, '2022-03-25 12:00:00', 997636),
(7, '2024-02-19 12:00:00', 2428146),
(14, '2024-12-15 12:00:00', 739627),
(14, '2022-11-19 12:00:00', 877333),
(4, '2020-07-22 12:00:00', 1545105),
(11, '2019-10-16 12:00:00', 2363637),
(13, '2020-01-20 12:00:00', 2874062),
(19, '2024-02-27 12:00:00', 1178300),
(15, '2021-10-02 12:00:00', 2243033),
(5, '2020-08-13 12:00:00', 1700364),
(9, '2023-07-27 12:00:00', 1653105),
(19, '2023-07-06 12:00:00', 2554000),
(2, '2019-10-13 12:00:00', 1268160),
(13, '2021-08-11 12:00:00', 2061474),
(17, '2023-06-02 12:00:00', 849473),
(7, '2023-03-29 12:00:00', 2615292),
(7, '2019-02-23 12:00:00', 1313429),
(16, '2019-11-19 12:00:00', 529881),
(14, '2020-04-07 12:00:00', 1041321),
(15, '2020-08-19 12:00:00', 1635263),
(11, '2021-04-14 12:00:00', 2301976),
(15, '2019-12-24 12:00:00', 2251648),
(10, '2023-12-22 12:00:00', 1962701),
(12, '2021-08-08 12:00:00', 2616813),
(7, '2022-06-03 12:00:00', 2563089),
(16, '2021-09-10 12:00:00', 1734912),
(1, '2020-04-27 12:00:00', 1743221),
(17, '2022-10-19 12:00:00', 2132693),
(10, '2020-12-28 12:00:00', 2902707),
(15, '2022-10-28 12:00:00', 818176),
(14, '2024-03-08 12:00:00', 963831),
(17, '2020-02-09 12:00:00', 596995),
(19, '2024-04-06 12:00:00', 1766076),
(9, '2022-05-04 12:00:00', 879560),
(2, '2020-04-16 12:00:00', 2032029),
(13, '2020-06-08 12:00:00', 1695591),
(15, '2023-02-03 12:00:00', 2703350),
(4, '2023-04-25 12:00:00', 2516561),
(4, '2023-02-22 12:00:00', 2607061),
(10, '2023-10-14 12:00:00', 1277425),
(8, '2024-05-25 12:00:00', 1186101),
(11, '2019-02-09 12:00:00', 1227862),
(13, '2023-08-08 12:00:00', 539382),
(12, '2019-08-20 12:00:00', 2043288),
(16, '2024-12-14 12:00:00', 1598944),
(1, '2020-09-02 12:00:00', 524029),
(12, '2021-12-19 12:00:00', 1129827),
(12, '2020-04-27 12:00:00', 727046),
(20, '2023-03-19 12:00:00', 1399687),
(5, '2019-07-30 12:00:00', 1966468),
(19, '2023-05-01 12:00:00', 1962303),
(12, '2019-01-25 12:00:00', 1861095),
(18, '2021-11-17 12:00:00', 2304875),
(3, '2023-01-18 12:00:00', 603104),
(19, '2019-12-23 12:00:00', 1672039),
(5, '2021-05-29 12:00:00', 1208843),
(3, '2019-04-04 12:00:00', 1484880),
(19, '2021-12-30 12:00:00', 1460539),
(5, '2019-08-26 12:00:00', 1487302),
(8, '2021-04-10 12:00:00', 875419),
(20, '2022-03-30 12:00:00', 2109049),
(4, '2024-09-22 12:00:00', 2187367),
(20, '2022-04-05 12:00:00', 1188546),
(8, '2020-05-19 12:00:00', 2404559),
(8, '2021-02-03 12:00:00', 2164372),
(1, '2020-01-25 12:00:00', 2195004),
(11, '2022-10-24 12:00:00', 909456),
(16, '2019-12-01 12:00:00', 2807914),
(19, '2022-07-29 12:00:00', 1541410),
(4, '2019-12-22 12:00:00', 1200687),
(16, '2019-12-04 12:00:00', 2643602),
(11, '2023-06-20 12:00:00', 2375064),
(8, '2023-04-11 12:00:00', 2588179),
(12, '2020-12-27 12:00:00', 2109205),
(11, '2024-02-25 12:00:00', 1118687),
(18, '2022-10-06 12:00:00', 1280265),
(10, '2024-07-12 12:00:00', 701378),
(9, '2023-05-10 12:00:00', 1136663),
(14, '2019-06-16 12:00:00', 2786334),
(8, '2019-04-08 12:00:00', 2071010),
(15, '2020-01-28 12:00:00', 673727),
(7, '2023-08-01 12:00:00', 1532420),
(16, '2020-12-16 12:00:00', 1186380),
(7, '2020-04-25 12:00:00', 626268),
(9, '2023-03-15 12:00:00', 849662),
(12, '2020-07-10 12:00:00', 1604930),
(13, '2020-08-18 12:00:00', 2516913),
(14, '2020-12-03 12:00:00', 2726787),
(1, '2019-01-08 12:00:00', 2727141),
(15, '2024-12-04 12:00:00', 1897713),
(9, '2023-04-21 12:00:00', 922053),
(18, '2022-07-24 12:00:00', 1781126),
(13, '2022-05-22 12:00:00', 2317547),
(17, '2021-09-25 12:00:00', 1045792),
(13, '2023-01-06 12:00:00', 1517095),
(19, '2021-12-02 12:00:00', 2308368),
(9, '2022-02-03 12:00:00', 1493326),
(16, '2021-09-14 12:00:00', 2673532),
(15, '2019-04-06 12:00:00', 959025),
(4, '2020-07-04 12:00:00', 1867874),
(12, '2021-12-14 12:00:00', 2003963),
(5, '2022-01-29 12:00:00', 2441051),
(11, '2022-08-17 12:00:00', 2816370),
(4, '2022-07-01 12:00:00', 2683328),
(15, '2023-08-15 12:00:00', 2116845),
(7, '2020-10-11 12:00:00', 2290996),
(5, '2023-06-15 12:00:00', 2408528),
(4, '2023-03-23 12:00:00', 1594569),
(2, '2020-01-29 12:00:00', 2861780),
(19, '2019-08-08 12:00:00', 872459),
(12, '2020-03-25 12:00:00', 825854),
(8, '2020-07-10 12:00:00', 1172046),
(5, '2020-10-07 12:00:00', 730743),
(11, '2019-04-17 12:00:00', 613210),
(14, '2021-02-23 12:00:00', 2175635),
(19, '2023-04-21 12:00:00', 2085450),
(11, '2022-08-08 12:00:00', 1834569),
(20, '2024-02-26 12:00:00', 623952),
(12, '2021-04-20 12:00:00', 2515688),
(2, '2022-10-17 12:00:00', 1526164),
(6, '2021-02-02 12:00:00', 1528856),
(19, '2023-12-18 12:00:00', 1721400),
(15, '2023-04-01 12:00:00', 2668046),
(3, '2021-09-26 12:00:00', 2032074),
(3, '2022-06-11 12:00:00', 867801),
(6, '2022-04-13 12:00:00', 1640177),
(5, '2022-05-08 12:00:00', 2879346),
(15, '2019-08-23 12:00:00', 695750),
(5, '2020-05-26 12:00:00', 2217422),
(10, '2024-03-20 12:00:00', 1059793),
(11, '2021-06-20 12:00:00', 912076),
(19, '2022-10-16 12:00:00', 772789),
(17, '2024-08-02 12:00:00', 2893096),
